time_step,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,signal_10,signal_11,signal_12,signal_13,signal_14,signal_15,signal_16,signal_17,signal_18,signal_19,signal_20
3355,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26
3356,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41,293.41
3357,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49
3358,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96,290.96
3359,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84,290.84
3360,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51,289.51
3361,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34,289.34
3362,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83,288.83
3363,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34
3364,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32,288.32
3365,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93,287.93
3366,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14
3367,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04
3368,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48
3369,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64,294.64
3370,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49
3371,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75
3372,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71,298.71
3373,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05,299.05
3374,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25
3375,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06,299.06
3376,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56,298.56
3377,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
3378,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83
3379,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59
3380,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72,295.72
3381,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33
3382,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65
3383,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34,293.34
3384,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83,292.83
3385,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0
3386,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68,292.68
3387,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33,292.33
3388,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83,291.83
3389,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65,291.65
3390,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37
3391,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37,291.37
3392,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92,292.92
3393,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15
3394,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59
3395,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6
3396,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93
3397,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45
3398,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28,300.28
3399,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06,300.06
3400,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65
3401,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37,298.37
3402,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48
3403,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92,295.92
3404,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86
3405,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65,293.65
3406,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14
3407,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0
3408,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34,292.34
3409,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0
3410,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51
3411,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17
3412,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98
3413,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05
3414,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56,288.56
3415,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14,290.14
3416,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95
3417,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75,294.75
3418,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15
3419,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15
3420,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85,297.85
3421,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71
3422,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
3423,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25
3424,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
3425,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59,296.59
3426,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95
3427,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15
3428,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16,293.16
3429,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49,291.49
3430,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49
3431,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18,289.18
3432,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34,288.34
3433,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5
3434,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16,286.16
3435,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97,285.97
3436,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15,286.15
3437,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65,286.65
3438,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05,287.05
3439,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14,288.14
3440,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64,290.64
3441,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13,293.13
3442,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93,294.93
3443,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15
3444,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6,298.6
3445,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37
3446,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6
3447,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71,299.71
3448,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37
3449,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82
3450,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38,296.38
3451,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37,295.37
3452,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78,294.78
3453,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66,293.66
3454,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65
3455,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16,291.16
3456,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99
3457,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99,290.99
3458,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34
3459,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84
3460,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31,290.31
3461,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25,290.25
3462,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49
3463,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04,291.04
3464,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64,292.64
3465,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7
3466,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15
3467,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71,297.71
3468,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26
3469,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15,299.15
3470,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93
3471,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93
3472,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35
3473,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49
3474,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7
3475,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86
3476,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15,295.15
3477,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33,294.33
3478,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15
3479,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976,292.848844976
3480,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48,292.48
3481,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66,291.66
3482,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34
3483,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16,290.16
3484,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32,289.32
3485,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15
3486,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95
3487,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04,290.04
3488,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14
3489,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05
3490,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25
3491,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04,298.04
3492,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37
3493,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15
3494,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05
3495,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05,300.05
3496,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7,299.7
3497,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
3498,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9
3499,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7
3500,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41,294.41
